"","times_snp_appears"
"51432",1
"51586",1
"51642",1
"51703",1
"51733",1
"51763",1
"51856",1
"51881",1
"51925",1
"51988",1
"51991",1
"52057",1
"52064",1
"52088",1
"52114",1
"52138",1
"52159",1
"52425",1
"52455",1
"52539",1
"52545",1
"52575",1
"52578",1
"52584",1
"52593",1
"52602",1
"52611",1
"52614",1
"52615",1
"52617",1
"52620",1
"52623",1
"52626",1
"52641",1
"52644",1
"52657",1
"52668",1
"52683",1
"52698",1
"52723",1
"52740",1
"52758",1
"52770",1
"52771",1
"52788",1
"52793",1
"52795",1
"52835",1
"52840",1
"52873",1
"52874",1
"52925",1
"52943",1
"52944",1
"52966",1
"52993",1
"53017",14
"53018",1
"53021",1
"53049",1
"53049.1",1
"53054",1
"53055",1
"53061",1
"53084",1
"53089",1
"53093",1
"53094",1
"53097",1
"53111",15
"53111.1",1
"53112",2
"53113",2
"53115",2
"53115.1",3
"53116",1
"53156",4
"53164",3
"53165",1
"53169",3
"53170",3
"53171",5
"53172",3
"53178",3
"53183",1
"53184",3
"53184.1",1
"53185",1
"53187",3
"53198",1
"53204",1
"53209",1
"53242",1
"53276",1
"53296",1
"53358",1
"53361",1
"53453",1
"53454",1
"53455",1
"53475",1
"53476",1
"53492",2
"53509",1
"53612",1
"53626",1
"53638",1
"53710",1
"53712",1
"53747",0
"53752",0
"53754",1
"53760",1
"53763",1
"53764",1
"53769",1
"53775",1
"53778",1
"53781",1
"53787",1
"53799",1
"53802",1
"53818",1
"53820",1
"53827",0
"53829",0
"53832",0
"53838",1
"53844",1
"53862",1
"53866",1
"53866.1",1
"53867",1
"53868",1
"53868.1",1
"53871",1
"53874",1
"53877",0
"53880",0
"53895",1
"53901",1
"53925",1
"53963",1
"53963.1",1
"53970",1
"53982",1
"53985",1
"53997",1
"54000",1
"54003",1
"54019",1
"54072",1
"54080",1
"54087",1
"54096",1
"54111",1
"54115",1
"54117",1
"54126",0
"54138",1
"54156",0
"54172",1
"54180",1
"54182",1
"54195",1
"54217",1
"54219",1
"54229",1
"54231",1
"54237",1
"54238",1
"54243",1
"54244",1
"54249",1
"54252",1
"54265",0
"54272",0
"54273",0
"54278",0
"54279",0
"54286",1
"54288",0
"54297",1
"54306",1
"54318",0
"54321",1
"54321.1",1
"54324",1
"54335",1
"54336",1
"54336.1",1
"54348",1
"54357",1
"54360",1
"54363",1
"54366",1
"54370",1
"54375",1
"54381",1
"54383",1
"54384",1
"54386",1
"54393",1
"54396",1
"54399",1
"54412",1
"54417",1
"54426",1
"54435",1
"54441",1
"54444",1
"54462",1
"54468",1
"54471",1
"54474",1
"54477",1
"54480",1
"54489",1
"54494",1
"54498",1
"54501",1
"54506",1
"54513",1
"54517",1
"54521",1
"54525",1
"54528",1
"54540",1
"54543",1
"54543.1",1
"54546",1
"54546.1",1
"54552",1
"54552.1",1
"54559",1
"54564",1
"54567",1
"54571",1
"54573",1
"54576",1
"54579",1
"54580",1
"54588",0
"54591",1
"54594",1
"54618",1
"54623",1
"54624",1
"54627",1
"54633",1
"54639",0
"54654",1
"54660",1
"54681",1
"54686",1
"54687",1
"54690",1
"54699",1
"54705",1
"54723",0
"54725",1
"54799",1
"54810",1
"54870",1
"54873",1
"54909",1
"54912",1
"54915",1
"54918",1
"54921",1
"54939",1
"54944",1
"54954",1
"54966",1
"54971",1
"54975",1
"54978",1
"54987",1
"54990",1
"54996",1
"54999",1
"55002",1
"55028",1
"55029",2
"55032",1
"55035",2
"55038",1
"55039",1
"55040",1
"55053",1
"55059",1
"55062",1
"55077",1
"55128",1
"55131",1
"55173",1
"55188",1
"55224",1
"55227",1
"55230",1
"55254",1
"55263",1
"55272",2
"55281",2
"55287",3
"55290",1
"55295",1
"55311",1
"55326",3
"55344",2
"55345",1
"55383",1
"55386",1
"55391",1
"55401",1
"55413",1
"55425",2
"55452",1
"55464",3
"55467",4
"55470",3
"55494",1
"55500",24
"55506",7
"55533",2
"55545",2
"55572",3
"55578",1
"55596",2
"55698",2
"55730",2
"55743",1
"55776",3
"55782",1
"55785",1
"55788",2
"55806",1
"55812",1
"55926",1
"56004",1
"56010",1
"56043",2
"56055",2
"56097",14
"56123",1
"56195",1
"56204",1
"56205",1
"56206",1
"56207",1
"56208",1
"56217",1
"56219",1
"56220",1
"56223",1
"56229",1
"56232",1
"56244",2
"56262",1
"56263",1
"56289",1
"56318",1
"56380",1
"56382",2
"56393",1
"56402",1
"56408",1
"56408.1",1
"56439",2
"56441",2
"56457",2
"56492",1
"56493",1
"56502",1
"56503",1
"56507",1
"56508",1
"56509",1
"56521",1
"56521.1",11
"56522",1
"56524",1
"56527",1
"56534",2
"56564",2
"56565",2
"56566",2
"56568",2
"56622",1
"56635",1
"56652",2
"56668",1
"56706",1
"56711",1
"56723",1
"56727",1
"56730",1
"56734",1
"56736",1
"56739",2
"56739.1",1
"56745",3
"56751",3
"56772",3
"56775",3
"56778",3
"56784",3
"56790",3
"56793",1
"56794",1
"56796",1
"56799",1
"56805",3
"56808",1
"56811",2
"56821",1
"56823",2
"56828",1
"56871",1
"56910",1
"56916",1
"56947",1
"56951",1
"56993",1
"57004",1
"57008",1
"57010",1
"57016",1
"57021",1
"57031",1
"57045",1
"57047",1
"57052",1
"57055",1
"57068",1
"57097",1
"57166",1
"57218",1
"57246",1
"57268",1
"57322",1
"57378",1
"57392",1
"57396",1
"57404",1
"57425",1
"57442",1
"57453",1
"57454",1
"57459",1
"57462",1
"57471",1
"57507",1
"57513",1
"57519",1
"57527",1
"57531",1
"57537",1
"57540",1
"57543",1
"57560",2
"57561",2
"57562",2
"57573",2
"57575",2
"57576",2
"57577",2
"57579",2
"57582",2
"57588",2
"57591",2
"57592",2
"57597",2
"57609",1
"57610",1
"57615",1
"57627",1
"57633",1
"57640",1
"57641",1
"57642",1
"57645",1
"57657",1
"57747",1
"57756",1
"57768",1
"57798",1
"57826",1
"57831",1
"57838",1
"57843",1
"57846",1
"57858",1
"57859",1
"57862",1
"57867",1
"57870",1
"57870.1",1
"57876",1
"57879",1
"57894",1
"57900",1
"57918",1
"57920",1
"57921",1
"57927",1
"57930",1
"57931",1
"57948",1
"57957",1
"57993",1
"58003",1
"58005",1
"58008",1
"58038",1
"58041",1
"58051",1
"58059",1
"58128",1
"58129",1
"58158",1
"58174",1
"58177",1
"58224",1
"58269",1
"58306",1
"58368",1
"58446",1
"58458",1
"58464",1
"58465",1
"58542",1
"58557",1
"58566",1
"58611",1
"58638",1
"58647",1
"58702",1
"58724",1
"58767",1
"58768",0
"58770",1
"58809",1
"58821",1
"58836",1
"58839",1
"58840",1
"58842",1
"58856",1
"58866",7
"58888",1
"58890",1
"58896",1
"58899",1
"58902",1
"58906",1
"58932",1
"58983",2
"58992",3
"58999",2
"59001",2
"59007",2
"59007.1",2
"59009",2
"59010",3
"59015",3
"59019",3
"59025",3
"59028",3
"59035",3
"59043",3
"59046",3
"59062",3
"59063",3
"59073",1
"59127",2
"59166",2
"59205",1
"59208",1
"59252",1
"59286",1
"59313",2
"59314",1
"59316",2
"59319",2
"59334",1
"59352",1
"59365",1
"59384",3
"59415",1
"59415.1",1
"59424",1
"59430",1
"59433",2
"59445",2
"59460",2
"59464",2
"59466",2
"59469",2
"59475",1
"59499",1
"59502",2
"59541",1
"59547",6
"59619",1
"59658",2
"59667",1
"59691",2
"59763",1
"59772",1
"59775",1
"59820",1
"59826",1
"59829",1
"59853",3
"59892",1
"59925",1
"59949",1
"59955",1
"59958",2
"59961",1
"59964",1
"59968",1
"60047",1
"60050",1
"60059",1
"60075",2
"60077",1
"60087",1
"60096",2
"60108",1
"60112",2
"60193",1
"60328",1
"60341",1
"60357",1
"60417",1
"60422",1
"60429",1
"60443",1
"60445",1
"60446",1
"60453",1
"60596",1
"60598",1
"60640",1
"60682",1
"60730",1
"60751",1
"60778",1
"60799",1
"60814",0
"60815",1
"60820",1
"60844",1
"60848",1
"60856",0
"60872",1
"60881",1
"60905",1
"60940",1
"60962",1
"60967",1
"60995",1
"61003",1
"61009",1
"61025",1
"61027",1
"61028",1
"61061",1
"61063",0
"61094",1
"61105",1
"61109",0
"61219",1
"61285",1
"61348",1
"61411",1
"61417",1
"61417.1",1
"61435",1
"61453",1
"61538",0
"61548",1
"61549",1
"61595",0
"61630",1
"61653",1
"61654",1
"61655",1
"61663",1
"61669",0
"61678",1
"61684",1
"61686",1
"61690",1
"61693",1
"61696",1
"61698",1
"61699",1
"61704",1
"61705",1
"61707",1
"61708",1
"61710",1
"61712",1
"61758",1
"61790",0
"61791",1
"61835",1
"61858",1
"61860",0
"61920",1
"61929",1
"61956",1
"61962",1
"61971",1
"61998",1
"62001",1
"62007",1
"62008",1
"62049",1
"62051",1
"62052",1
"62058",1
"62060",1
"62064",1
"62065",1
"62070",1
"62121",1
"62166",0
"62169",0
"62172",0
"62181",1
"62192",0
"62211",0
"62217",1
"62220",1
"62232",1
"62274",1
"62295",1
"62298",1
"62303",1
"62307",1
"62310",1
"62316",1
"62318",1
"62319",1
"62321",1
"62376",1
"62465",0
"62466",1
"62651",1
"62655",1
"62664",1
"62679",1
"62688",1
"62691",1
"62823",1
"62856",1
"62985",1
"63048",1
"63117",1
"63142",1
"63309",1
"63327",1
"63350",1
"63429",2
"63455",1
"63473",1
"63487",1
"63492",1
"63496",1
"63530",1
"63536",1
"63542",1
"63571",1
"63586",1
"63611",1
"63779",1
"63884",1
"63907",0
"63968",1
"63989",1
"64052",1
"64104",1
"64118",0
"64223",1
"64253",1
"64256",1
"64373",1
"64391",1
"64460",1
"64655",1
"64658",1
"64667",1
"64670",1
"64715",1
"64733",1
"64820",1
"64850",1
"64900",1
"64913",1
"64940",1
"64973",1
"65042",1
"65059",1
"65060",1
"65069",1
"65074",1
"65075",1
"65096",1
"65101",1
"65106",1
"65107",1
"65113",1
"65118",1
"65125",1
"65129",1
"65227",1
"65232",1
"65240",1
"65244",1
"65248",1
"65265",1
"65292",1
"65298",0
"65301",1
"65304",1
"65307",1
"65310",2
"65311",1
"65340",1
"65361",2
"65385",1
"65396",1
"65397",1
"65400",1
"65406",1
"65417",1
"65421",1
"65436",0
"65613",1
"65629",1
"65670",1
"65697",1
"65698",1
"65752",1
"66106",1
"66126",1
"66157",1
"66170",1
"66359",1
"66403",1
"66421",1
"66791",1
"66803",1
"66824",1
"66872",1
"66937",1
"66969",1
"67050",1
"67129",1
"67166",1
"67208",1
"67347",1
"67401",1
"67407",1
"67595",1
"67614",1
"67731",1
"67734",1
"67737",1
"67746",1
"67760",1
"67791",1
"67825",1
"67827",1
"67869",1
"67904",1
"67951",2
"67965",1
"67990",1
"68049",1
"68077",1
"68083",1
"68093",1
"68096",1
"68101",1
"68105",1
"68174",1
"68182",1
"68183",1
"68209",1
"68242",1
"68248",1
"68251",1
"68275",1
"68293",1
"68302",1
"68350",1
"68353",1
"68362",1
"68365",1
"68368",1
"68370",1
"68413",1
"68422",1
"68428",1
"68459",1
"68470",0
"68479",1
"68488",0
"68506",0
"68511",0
"68519",1
"68521",0
"68523",0
"68533",0
"68534",1
"68536",0
"68539",0
"68545",0
"68560",1
"68572",1
"68575",1
"68581",1
"68590",1
"68593",1
"68617",1
"68629",1
"68647",1
"68648",1
"68656",1
"68658",1
"68687",2
"68716",2
"68736",18
"68737",18
"68740",18
"68741",18
"68744",18
"68747",4
"68758",1
"68767",1
"68776",2
"68790",3
"68807",2
"68808",2
"68810",1
"68829",2
"68832",1
"68836",1
"68838",1
"68844",3
"68849",5
"68854",5
"68855",4
"68855.1",1
"68860",5
"68862",4
"68864",5
"68875",1
"68875.1",1
"68881",1
"68890",2
"68892",1
"68974",1
"68987",1
"69010",1
"69050",1
"69055",1
"69072",1
"69079",1
"69161",1
"69181",1
"69183",1
"69184",1
"69288",1
"69361",1
"69361.1",1
"69412",1
"69459",1
"69484",1
"69550",1
"69565",1
"69568",0
"69571",0
"69607",1
"69613",1
"69661",1
"69661.1",1
"69662",1
"69665",1
"69667",1
"69676",1
"69682",1
"69715",1
"69727",1
"69748",1
"69772",1
"69811",1
"69818",0
"69823",0
"69845",1
"69863",1
"69874",1
"69907",1
"69989",1
"70099",1
"70163",1
"70190",1
"70259",1
"70262",1
"70263",1
"70264",1
"70447",1
"70469",1
"70486",0
"70531",1
"70555",1
"70779",1
"70789",1
"70914",1
"70965",1
"71009",1
"71035",1
"71117",1
"71204",1
"71222",1
"71281",1
"71379",1
"71390",1
"71400",1
"71431",1
"71447",1
"71551",1
"71660",1
"71700",1
"71770",1
"71788",1
"71809",1
"71941",1
"72049",1
"72092",1
"72133",1
"72139",1
"72165",1
"72205",1
"72229",1
"72282",1
"72373",1
"72405",1
"72539",1
"72625",2
"72680",1
"72749",1
"72779",1
"72782",1
"72845",1
"72871",1
"72912",1
"72987",1
"73007",1
"73013",1
"73064",0
"73109",1
"73111",1
"73124",0
"73388",1
"73496",1
"73512",1
"73524",1
"73547",1
"73699",1
"73769",1
"73803",1
"73805",1
"73832",1
"73853",1
"73934",1
"74037",1
"74058",1
"74060",1
"74077",1
"74078",1
"74124",1
"74128",1
"74129",1
"74132",1
"74135",1
"74141",1
"74177",1
"74293",1
"74379",1
"74412",1
"74430",1
"74483",1
"74546",1
"74674",1
"74675",1
"74702",1
"74706",1
"74710",1
"74719",1
"74775",1
"74869",1
"74961",1
"75098",1
"75151",1
"75198",1
"75199",1
"75307",1
"75397",1
"75478",1
"75522",1
"75553",1
"75604",1
"75718",1
"75730",1
"75736",1
"75748",1
"75856",1
"75962",1
"76124",1
"76132",1
"76364",1
"76380",1
"76395",1
"76690",1
"76750",1
"76809",1
"76834",1
"76916",1
"76947",1
"76956",1
"76968",1
"76982",1
"77070",1
"77082",1
"77149",1
"77151",1
"77173",0
"77224",1
"77310",1
"77328",1
"77406",1
"77523",1
"77586",0
"77727",1
"77754",1
"77808",1
"77913",1
"78063",1
"78075",1
"78504",1
"78588",1
"78808",1
"78814",1
"78816",1
"78822",1
"78838",1
"78849",1
"78882",1
"78921",1
"79062",1
"79077",0
"79132",1
"79150",1
"79252",1
"79349",1
"79359",1
"79458",1
"79473",1
"79476",1
"79481",1
"79485",1
"79491",1
"79500",1
"79501",1
"79527",1
"79530",1
"79539",1
"79545",1
"79551",1
"79554",1
"79560",1
"79563",1
"79572",1
"79575",1
"79590",1
"79611",1
"79620",1
"79629",1
"79632",1
"79637",1
"79638",1
"79641",1
"79643",1
"79647",1
"79650",1
"79678",1
"79701",1
"79719",0
"79786",1
"79969",1
"80028",0
"80100",0
"80106",1
"80109",0
"80161",1
"80283",0
"80292",1
"80313",1
"80346",0
"80415",1
"80556",1
"80636",1
"80692",1
"80736",1
"80749",1
"80778",1
"80783",1
"80852",1
"80993",1
"81196",0
"81248",2
"81365",1
"81530",1
"81613",1
"81629",2
"81674",1
"81826",1
"81962",1
"82242",1
"82249",1
"82252",1
"82461",0
"82479",1
"82636",1
"82654",1
"82817",1
"82864",1
"83090",1
"83111",1
"83129",1
"83327",1
"83331",1
"83426",1
"83451",1
"83807",1
"83810",1
"83885",1
"83963",1
"84030",1
"84084",1
"84121",1
"84122",1
"84123",1
"84286",1
"84335",1
"84392",1
"84717",1
"84819",1
"84975",0
"84977",1
"85014",0
"85047",1
"85077",0
"85093",1
"85162",0
"85177",1
"85208",1
"85284",1
"85347",0
"85380",1
"85467",1
"85525",1
"85526",1
"85543",1
"85677",1
"85678",0
"85717",1
"85729",1
"85771",1
"85778",1
"85819",1
"85869",1
"85881",0
"85904",1
"85999",0
"86131",0
"86150",1
"86152",0
"86173",1
"86185",1
"86200",1
"86209",1
"86233",1
"86251",1
"86263",1
"86502",1
"86525",1
"86631",1
"86632",1
"86788",1
"86930",1
"86962",1
"87184",0
"87340",0
"87358",1
"87410",1
"87544",1
"87621",1
"87944",1
"88001",1
"88033",1
"88039",1
"88051",1
"88096",0
"88120",1
"88267",1
"88280",1
"88317",1
"88387",1
"88393",0
"88404",1
"88418",1
"88432",1
"88436",1
"88516",0
"88524",0
"88531",1
"88534",0
"88561",0
"88564",0
"88583",1
"88591",1
"88597",0
"88598",0
"88600",0
"88615",1
"88651",0
"88652",1
"88657",0
"88660",1
"88664",0
"88669",1
"88680",1
"88683",0
"88710",1
"88735",1
"88738",1
"88754",1
"88758",1
"88798",1
"88816",1
"88830",1
"88831",1
"88860",1
"88861",0
"88886",1
"88888",0
"88897",1
"88904",1
"88924",1
"88936",0
"88954",1
"88960",0
"88969",1
"88970",1
"88972",1
"88974",0
"88987",1
"89024",1
"89033",1
"89038",1
"89053",1
"89091",0
"89105",1
"89116",1
