"","times_snp_appears"
"3675",1
"3679",1
"3686",1
"3691",1
"3694",1
"3715",1
"3730",1
"3772",1
"3796",1
"3886",1
"3899",1
"3905",1
"3913",1
"3922",1
"3934",1
"3943",1
"3950",1
"3952",1
"3992",1
"4012",1
"4051",1
"4052",1
"4081",1
"4082",1
"4231",2
"4330",1
"4357",1
"4360",1
"4363",1
"4372",1
"4396",1
"4402",1
"4408",1
"4424",1
"4468",1
"4517",1
"4532",1
"4546",3
"4552",1
"4558",1
"4559",1
"4560",1
"4564",1
"4570",3
"4588",2
"4594",2
"4600",1
"4621",1
"4624",1
"4627",1
"4636",1
"4645",1
"4648",1
"4681",1
"4684",1
"4702",1
"4708",1
"4717",1
"4726",1
"4738",1
"4756",2
"4759",1
"4765",1
"4771",1
"4775",1
"4792",1
"4795",3
"4801",1
"4819",3
"4858",1
"4888",1
"4900",1
"4921",1
"4930",1
"4957",1
"4969",3
"4972",5
"4978",2
"5005",1
"5008",2
"5011",1
"5014",1
"5038",1
"5047",1
"5053",1
"5056",1
"5061",1
"5071",1
"5072",1
"5086",1
"5113",3
"5161",1
"5167",1
"5173",1
"5185",1
"5186",1
"5213",1
"5215",1
"5218",1
"5221",1
"5230",1
"5236",1
"5240",1
"5241",1
"5254",4
"5269",1
"5296",1
"5311",1
"5314",1
"5323",1
"5336",1
"5338",3
"5344",1
"5371",2
"5386",1
"5389",1
"5390",1
"5407",1
"5419",1
"5425",1
"5443",1
"5455",1
"5488",3
"5491",1
"5506",1
"5509",1
"5524",1
"5528",1
"5602",2
"5608",1
"5611",1
"5638",1
"5647",1
"5650",1
"5653",1
"5712",1
"5713",3
"5716",2
"5734",1
"5743",1
"5752",1
"5764",1
"5770",1
"5773",1
"5782",1
"5794",1
"5803",1
"5807",4
"5830",1
"5832",1
"5833",1
"5836",1
"5845",1
"5869",1
"5887",1
"5905",1
"5926",1
"5932",3
"5935",3
"5983",1
"5986",1
"6034",1
"6119",1
"6122",1
"6137",2
"6146",1
"6207",1
"6212",1
"6224",1
"6248",1
"6251",1
"6254",1
"6257",1
"6287",2
"6290",1
"6296",1
"6306",1
"6310",6
"6326",1
"6341",1
"6347",1
"6356",3
"6404",1
"6416",1
"6435",1
"6446",1
"6461",1
"6462",1
"6465",1
"6467",1
"6476",1
"6512",1
"6515",1
"6518",1
"6536",2
"6539",1
"6545",1
"6575",1
"6581",1
"6620",1
"6623",1
"6626",1
"6629",1
"6645",1
"6653",1
"6656",1
"6680",1
"6698",1
"6704",1
"6713",1
"6737",1
"6743",1
"6752",1
"6761",1
"6791",1
"6797",1
"6806",1
"6812",2
"6815",1
"6830",1
"6869",1
"6876",1
"6878",1
"6884",1
"6893",1
"6911",1
"6932",1
"6933",1
"6986",1
"7017",1
"7019",1
"7037",1
"7052",3
"7079",1
"7082",1
"7100",1
"7103",1
"7114",1
"7160",1
"7167",1
"7193",1
"7211",1
"7235",1
"7245",1
"7262",1
"7265",1
"7268",1
"7280",1
"7281",1
"7282",1
"7286",1
"7301",1
"7304",1
"7316",1
"7322",1
"7382",1
"7397",1
"7403",1
"7427",3
"7431",1
"7454",1
"7466",1
"7467",1
"7490",1
"7496",1
"7517",1
"7553",1
"7562",1
"7592",1
"7598",1
"7607",1
"7610",1
"7619",1
"7622",1
"7628",1
"7643",1
"7694",1
"7697",1
"7700",1
"7701",1
"7727",1
"7754",1
"7761",1
"7781",1
"7790",1
"7796",1
"7805",1
"7807",1
"7832",1
"7844",1
"7856",1
"7857",1
"7859",1
"7868",1
"7874",1
"7892",1
"7896",1
"7902",1
"7907",1
"7913",3
"7925",1
"7937",1
"7946",1
"7948",1
"7964",1
"7976",1
"7982",4
"8000",1
"8024",3
"8030",1
"8048",1
"8057",1
"8111",1
"8144",1
"8147",1
"8165",2
"8171",1
"8189",1
"8204",1
"8219",1
"8222",1
"8237",1
"8246",1
"8285",1
"8291",1
"8294",1
"8300",1
"8324",1
"8327",1
"8360",3
"8384",1
"8390",1
"8408",1
"8411",1
"8417",2
"8435",1
"8438",1
"8450",1
"8524",1
"8555",1
"8566",1
"8574",1
"8603",1
"8620",1
"8624",1
"8633",1
"8647",1
"8663",1
"8698",6
"8707",2
"8743",1
"8767",1
"8770",4
"8797",3
"8803",1
"8837",1
"8839",1
"8877",1
"8898",1
"8901",1
"8910",1
"8943",1
"8946",2
"8947",1
"8955",1
"8970",1
"9006",1
"9024",1
"9036",1
"9069",1
"9076",1
"9108",1
"9128",3
"9143",1
"9146",1
"9161",1
"9185",1
"9233",2
"9236",1
"9240",1
"9241",2
"9242",1
"9245",1
"9254",1
"9261",1
"9272",1
"9282",1
"9288",1
"9302",1
"9311",1
"9335",1
"9347",1
"9353",1
"9372",2
"9389",1
"9392",1
"9394",1
"9416",1
"9417",1
"9435",1
"9446",1
"9512",1
"9521",1
"9533",1
"9545",1
"9575",5
"9584",1
"9587",1
"9596",5
"9602",3
"9611",1
"9614",1
"9627",1
"9629",3
"9632",1
"9633",2
"9635",2
"9667",1
"9680",1
"9713",1
"9743",1
"9756",1
"9758",1
"9769",1
"9788",3
"9809",1
"9812",1
"9943",1
"9949",1
"9967",1
"10009",1
"10051",1
"10054",1
"10087",1
"10093",1
"10099",1
"10108",1
"10114",5
"10144",1
"10156",1
"10159",1
"10162",1
"10177",1
"10186",1
"10196",1
"10219",1
"10222",1
"10229",1
"10234",1
"10246",1
"10249",1
"10258",1
"10279",1
"10282",1
"10285",1
"10288",1
"10294",1
"10304",1
"10312",3
"10318",1
"10324",1
"10339",1
"10348",1
"10375",1
"10384",1
"10405",1
"10408",1
"10466",1
"10474",1
"10483",1
"10489",1
"10495",1
"10504",1
"10525",2
"10543",1
"10546",1
"10547",1
"10551",1
"10558",1
"10561",1
"10574",1
"10576",1
"10582",1
"10597",1
"10601",2
"10603",1
"10609",1
"10618",1
"10676",1
"10685",1
"10702",1
"15980",1
"15981",1
"15982",1
"15988",10
"15989",13
"15994",10
"16012",1
"16044",2
"16054",1
"16075",11
"16100",2
"16114",2
"16132",1
"16145",2
"16146",2
"16147",2
"16153",3
"16164",2
"16165",2
"16174",2
"16175",2
"16192",1
"16204",2
"16217",1
"16282",2
"16294",1
"16303",2
"16309",2
"16312",1
"16315",2
"16317",1
"16318",1
"16319",2
"16321",1
"16336",1
"16351",2
"16357",8
"16360",1
"16369",2
"16373",2
"16375",1
"16378",1
"16384",2
"16387",8
"16417",1
"16423",1
"16429",1
"16430",1
"16433",1
"16435",1
"16441",1
"16453",2
"16456",2
"16468",2
"16474",1
"16477",1
"16489",1
"16492",2
"16498",2
"16504",3
"16507",1
"16516",2
"16529",1
"16535",1
"16537",1
"16538",2
"16546",1
"16549",2
"16556",4
"16560",1
"16565",2
"16566",2
"16573",2
"16577",2
"16580",1
"16584",2
"16585",2
"16586",2
"16591",1
"16597",1
"16605",1
"16610",2
"16611",1
"16629",2
"16636",1
"16641",2
"16653",2
"16656",1
"16665",1
"16686",2
"16687",2
"16692",2
"16731",1
"16740",2
"16749",2
"16761",2
"16772",2
"16784",1
"16789",1
"16821",1
"16827",2
"16845",1
"16855",1
"16881",2
"16885",1
"16905",1
"16914",2
"16920",2
"16947",1
"16953",2
"16974",1
"16975",1
"16980",5
"16983",1
"16986",1
"16998",1
"17016",1
"17037",1
"17052",1
"17064",2
"17070",1
"17079",2
"17088",1
"17091",2
"17094",2
"17109",2
"17121",2
"17124",2
"17131",2
"17142",2
"17166",3
"17169",2
"17178",2
"17190",1
"17202",1
"17217",1
"17221",1
"17232",1
"17234",1
"17238",2
"17252",2
"17256",2
"17265",2
"17271",2
"17272",2
"17277",2
"17282",1
"17283",2
"17286",2
"17289",2
"17296",7
"17313",1
"17316",1
"17319",1
"17331",3
"17340",2
"17346",2
"17370",2
"17373",1
"17380",1
"17391",2
"17394",2
"17409",1
"17412",2
"17416",2
"17442",2
"17445",1
"17448",1
"17462",2
"17463",2
"17464",2
"17466",2
"17470",2
"17471",1
"17509",1
"17629",2
"17683",2
"17731",1
"17772",1
"17773",1
"17783",2
"17856",1
"17861",2
"17872",2
"17876",2
"17877",1
"17878",1
"17883",1
"17885",2
"17886",2
"17889",2
"17893",2
"17894",1
"17919",2
"17923",1
"17929",1
"17982",1
"17996",1
"18008",1
"18017",2
"18022",1
"18044",7
"18047",2
"18051",1
"18053",2
"18071",2
"18089",2
"18104",1
"18125",1
"18131",1
"18149",1
"18152",1
"18170",1
"18171",1
"18176",1
"18179",1
"18194",1
"18197",3
"18215",1
"18248",1
"18249",1
"18254",1
"18281",1
"18287",1
"18296",1
"18311",1
"18321",1
"18338",3
"18356",1
"18359",3
"18360",1
"18362",2
"18368",1
"18380",1
"18383",1
"18386",1
"18398",1
"18401",1
"18416",1
"18419",1
"18431",1
"18437",2
"18444",1
"18452",1
"18455",1
"18456",1
"18461",1
"18468",1
"18515",1
"18521",1
"18527",2
"18533",1
"18551",1
"18572",1
"18575",1
"18608",1
"18611",1
"18621",1
"18653",1
"18680",1
"18692",1
"18698",1
"18713",1
"18806",1
"18821",1
"18824",3
"18840",1
"18861",1
"18879",1
"18881",3
"18911",1
"18926",1
"18932",1
"18938",1
"18956",3
"18980",5
"19016",2
"19025",1
"19034",1
"19043",1
"19061",1
"19094",1
"19097",1
"19115",1
"19130",1
"19157",2
"19158",1
"19283",1
"19291",4
"19296",1
"19308",2
"19311",1
"19339",2
"19351",5
"19392",3
"19396",1
"19397",1
"19403",1
"19426",1
"19432",1
"19434",7
"19437",1
"19453",1
"19456",1
"19458",1
"19551",1
"19579",1
"19605",1
"19643",1
"19660",1
"19678",1
"19687",1
"19693",1
"19696",1
"19705",1
"19708",1
"19711",1
"19713",2
"19730",1
"19736",1
"19744",1
"19757",2
"19763",1
"19804",1
"19853",1
"19873",1
"19879",4
"19924",1
"19960",1
"19984",1
"20100",1
"20121",1
"20325",1
"20326",1
"20356",1
"20451",1
"20508",1
"20514",1
"20517",1
"20553",2
"20556",4
"20565",1
"20567",1
"20598",1
"20601",1
"20619",1
"20643",1
"20646",1
"20652",1
"20661",1
"20682",1
"20703",2
"20704",1
"20710",1
"20712",1
"20718",1
"20721",1
"20745",1
"20754",1
"20763",1
"20784",1
"20811",1
"20814",1
"20847",1
"20881",1
"20889",1
"20892",1
"20901",1
"20907",1
"20919",1
"20928",1
"20931",1
"20937",1
"20940",1
"20949",1
"20961",1
"20970",1
"20985",1
"20991",1
"20994",1
"21009",1
"21012",1
"21015",2
"21018",1
"21032",1
"21050",1
"21078",1
"21085",1
"21090",1
"21105",1
"21117",1
"21141",1
"21144",1
"21153",1
"21155",1
"21159",1
"21186",1
"21198",1
"21207",1
"21210",1
"21234",3
"21237",1
"21240",1
"21243",1
"21244",1
"21246",1
"21255",1
"21261",1
"21282",1
"21291",1
"21306",1
"21318",1
"21321",1
"21327",1
"21354",1
"21357",1
"21363",1
"21369",1
"21384",2
"21387",1
"21414",1
"21415",1
"21420",1
"21424",1
"21427",1
"21429",1
"21441",1
"21447",1
"21453",1
"21463",1
"21465",1
"21472",1
"21473",1
"21480",1
"21483",1
"21510",1
"21513",1
"21516",1
"21528",1
"21531",1
"21537",1
"21567",1
"21579",1
"21591",1
"21595",2
"21621",1
"21642",1
"21648",1
"21658",1
"21660",1
"21662",1
"21666",1
"21669",2
"21670",1
"21678",1
"21682",1
"21690",1
"21691",1
"21698",1
"21700",1
"21714",1
"21729",1
"21736",1
"21801",1
"21807",1
"21816",1
"21831",1
"21849",1
"21852",1
"21879",1
"21882",1
"21894",1
"21900",1
"21914",1
"21919",1
"21929",1
"21959",1
"21963",1
"21972",1
"21973",1
"21987",1
"22020",1
"22023",2
"22029",1
"22032",1
"22035",2
"22038",1
"22053",1
"22054",1
"22055",1
"22078",1
"22098",1
"22115",1
"22162",1
"22219",1
"22222",1
"22225",1
"22231",1
"22243",1
"22255",2
"22284",1
"22300",2
"22309",1
"22315",1
"22342",1
"22352",1
"22354",1
"22366",1
"22369",1
"22390",1
"22427",1
"22441",1
"22467",1
"22476",1
"22504",1
"22523",1
"22549",1
"22555",1
"22567",1
"22579",1
"22594",1
"22600",1
"22615",1
"22618",1
"22627",1
"22632",1
"22633",2
"22639",1
"22666",1
"22669",1
"22686",3
"22702",1
"22717",1
"22732",1
"22741",1
"22758",1
"22765",1
"22774",1
"22786",1
"22807",2
"22834",1
"22837",3
"22840",1
"22843",2
"22861",1
"22885",1
"22895",1
"22909",1
"22915",1
"22921",1
"22927",1
"22933",1
"22936",1
"22939",1
"22945",1
"22969",1
"22978",1
"22984",2
"22990",1
"23005",1
"23014",1
"23015",1
"23026",1
"23032",1
"23036",1
"23038",1
"23065",1
"23086",1
"23089",1
"23105",1
"23113",1
"23122",1
"23169",1
"23172",1
"23198",1
"23337",1
"23353",1
"23367",1
"23375",1
"23376",1
"23397",1
"23400",1
"23405",1
"23408",1
"23410",1
"23412",1
"23415",1
"23421",1
"23422",1
"23423",1
"23430",1
"23448",1
"23463",3
"23481",3
"23562",1
"23565",1
"23566",1
"23577",1
"23585",1
"23603",1
"23615",1
"23632",1
"23644",1
"23648",1
"23654",1
"23657",1
"23660",1
"23674",1
"23678",1
"23683",1
"23693",1
"23696",1
"23702",1
"23705",1
"23720",1
"23723",1
"23735",1
"23741",1
"23744",3
"23747",1
"23753",2
"23762",1
"23765",1
"23768",1
"23774",1
"23780",1
"23795",1
"23807",1
"23810",1
"23813",1
"23828",1
"23831",1
"23840",1
"23846",1
"23849",1
"23855",1
"23858",2
"23867",1
"23879",1
"23884",1
"23888",1
"23897",5
"23903",1
"23914",1
"23919",1
"23927",1
"23956",1
"23957",1
"23967",1
"23975",1
"23987",1
"23993",2
"24001",1
"24008",1
"24010",1
"24013",1
"24020",1
"24022",1
"24023",1
"24026",1
"24044",1
"24050",1
"24053",1
"24056",1
"24074",1
"24091",1
"24095",1
"24098",1
"24111",1
"24113",1
"24114",2
"24131",1
"24137",1
"24143",1
"24152",1
"24161",1
"24176",1
"24179",2
"24180",1
"24185",1
"24194",1
"24202",1
"24227",2
"24233",1
"24245",1
"24260",1
"24263",1
"24266",1
"24278",1
"24296",2
"24302",1
"24308",1
"24311",1
"24322",1
"24337",1
"24338",1
"24344",1
"24349",1
"24353",1
"24371",1
"24392",1
"24395",1
"24398",1
"24419",1
"24428",1
"24434",1
"24440",1
"24444",1
"24445",1
"24446",3
"24447",1
"24451",3
"24458",1
"24473",1
"24479",1
"24490",1
"24493",1
"24497",1
"24518",1
"24527",1
"24557",1
"24560",1
"24566",1
"24581",1
"24587",1
"24605",1
"24608",1
"24617",1
"24632",1
"24650",1
"24655",1
"24680",1
"24713",1
"24719",1
"24722",1
"24820",1
"24824",1
"24829",1
"24834",1
"24838",1
"24840",1
"24841",1
"24847",1
"24853",1
"24883",1
"24908",1
"24911",1
"24917",1
"24921",1
"24922",1
"24931",1
"24932",1
"24934",1
"24938",1
"24949",1
"24966",1
"24987",1
"25024",1
"25025",1
"25027",1
"25029",3
"25030",1
"25031",1
"25032",1
"25035",1
"25037",1
"25038",3
"25040",1
"25041",1
"25046",1
"25047",1
"25053",1
"25055",1
"25062",1
"25067",1
"25084",5
"25095",1
"25113",1
"25114",1
"25115",1
"25116",1
"25117",1
"25118",1
"25125",1
"25144",1
"25170",1
"29945",1
"29946",1
"29950",1
"29952",1
"29956",1
"29966",1
"29994",1
"30010",1
"30012",2
"30013",1
"30014",1
"30015",1
"30017",1
"30024",1
"30025",1
"30038",1
"30051",1
"30221",1
"30232",1
"30255",1
"31104",2
"31108",1
"31111",1
"31122",1
"31373",1
"31734",1
"31962",1
"32064",1
"33034",1
"33042",2
"33650",1
"33734",3
"33878",2
"33964",1
"33985",1
"33988",1
"33990",1
"34087",1
"34088",1
"34089",1
"34096",1
"34113",1
"34119",6
"34140",2
"34144",1
"34154",1
"34180",1
"34189",1
"34193",1
"34197",1
"34205",1
"34213",1
"34214",2
"34215",2
"34225",1
"34231",1
"34246",1
"34255",1
"34261",1
"34267",1
"34279",1
"34291",1
"34297",1
"34298",1
"34304",1
"34307",1
"34330",1
"34337",2
"34345",1
"34351",1
"34354",1
"34375",2
"34393",1
"34394",1
"34405",1
"34406",3
"34408",1
"34420",1
"34453",1
"34460",6
"34466",1
"34468",1
"34480",1
"34481",1
"34483",1
"34485",1
"34487",1
"34492",1
"34498",1
"34507",2
"34510",1
"34513",1
"34522",1
"34529",1
"34531",1
"34533",1
"34538",1
"34550",1
"34560",1
"34588",1
"34606",1
"34629",1
"34631",1
"34632",1
"34656",1
"34664",3
"34681",1
"34682",1
"34683",1
"34693",1
"34694",1
"34715",1
"34726",1
"34788",1
"34896",1
"34971",1
"34977",1
"34986",1
"34992",1
"34995",1
"35010",1
"35013",1
"35031",1
"35037",1
"35055",1
"35059",1
"35064",1
"35073",1
"35079",1
"35083",1
"35085",1
"35088",1
"35109",1
"35136",1
"35148",1
"35190",1
"35202",1
"35220",1
"35229",1
"35238",1
"35277",1
"35294",1
"35295",1
"35313",1
"35325",1
"35334",3
"35364",1
"35370",1
"35379",1
"35394",1
"35396",1
"35412",1
"35413",1
"35433",1
"35436",1
"35460",1
"35466",1
"35523",1
"35529",1
"35550",1
"35553",1
"35562",1
"35568",3
"35616",1
"35617",1
"35622",3
"35635",1
"35640",1
"35658",1
"35661",1
"35662",1
"35670",1
"35676",1
"35679",1
"35683",1
"35691",1
"35706",1
"35724",1
"35727",1
"35760",1
"35805",3
"35826",1
"35835",1
"35838",1
"35856",1
"35880",1
"35892",1
"35895",1
"35901",1
"35955",1
"35967",1
"35985",1
"36003",3
"36006",1
"36024",1
"36030",1
"36042",1
"36055",1
"36057",1
"36063",1
"36069",1
"36117",1
"36118",1
"36126",1
"36141",1
"36163",1
"36216",1
"36231",1
"36264",1
"36285",1
"36288",1
"36321",1
"36324",1
"36330",2
"36334",1
"36369",1
"36375",1
"36381",1
"36382",1
"36384",1
"36405",1
"36438",1
"36460",1
"36462",1
"36463",1
"36486",1
"36498",1
"36528",1
"36544",1
"36546",1
"36567",1
"36594",1
"36624",3
"36636",1
"36654",1
"36657",1
"36669",1
"36678",1
"36690",1
"36732",1
"36761",2
"36771",1
"36804",1
"36831",3
"36840",1
"36921",1
"36924",1
"36942",4
"36945",1
"36966",1
"36969",1
"36978",6
"37005",1
"37026",1
"37032",1
"37033",5
"37057",1
"37125",1
"37137",1
"37143",1
"37152",1
"37176",2
"37188",1
"37194",3
"37212",1
"37215",1
"37221",1
"37230",1
"37242",1
"37272",1
"37287",1
"37304",1
"37305",1
"37320",1
"37323",1
"37326",1
"37329",1
"37335",1
"37365",1
"37368",1
"37380",1
"37467",1
"37497",1
"37506",1
"37509",3
"37510",1
"37548",5
"37557",1
"37572",1
"37584",2
"37596",1
"37599",1
"37602",1
"37656",1
"37663",1
"37671",1
"37683",1
"37695",1
"37709",2
"37712",1
"37744",1
"37752",1
"37758",1
"37770",1
"37791",1
"37809",1
"37815",1
"37831",1
"37839",1
"37842",3
"37884",1
"37911",2
"37914",1
"37926",1
"37929",1
"37956",1
"37968",1
"37998",1
"37999",1
"38001",1
"38036",1
"38037",1
"38040",1
"38067",1
"38082",1
"38106",1
"38160",1
"38170",1
"38175",1
"38178",3
"38184",1
"38193",1
"38199",1
"38214",1
"38229",1
"38256",1
"38271",1
"38295",1
"38301",1
"38314",1
"38321",1
"38328",1
"38332",1
"38333",1
"38371",1
"38380",1
"38400",1
"38404",3
"38406",1
"38407",1
"38412",1
"38427",1
"38444",1
"38460",1
"38464",1
"38469",1
"38476",1
"38477",1
"38478",1
"38480",1
"38502",1
"38507",1
"38578",2
"38689",1
"38776",1
"38800",2
"38825",1
"38827",1
"38857",1
"38914",1
"38923",1
"38929",1
"38953",1
"38959",1
"38992",1
"38998",1
"39025",1
"39058",1
"39109",1
"39112",1
"39145",1
"39151",1
"39152",1
"39160",4
"39166",1
"39172",2
"39182",1
"39190",1
"39202",1
"39247",1
"39253",1
"39268",1
"39276",1
"39280",1
"39281",1
"39292",1
"39298",1
"39301",1
"39307",1
"39319",1
"39322",1
"39334",1
"39358",1
"39361",1
"39376",1
"39385",1
"39390",1
"39400",1
"39412",1
"39429",1
"39436",1
"39442",1
"39463",1
"39465",1
"39481",1
"39485",1
"39505",1
"39517",1
"39518",1
"39527",1
"39529",2
"39532",1
"39550",1
"39553",1
"39560",1
"39561",1
"39583",1
"39589",1
"39598",1
"39604",1
"39610",1
"39616",1
"39623",2
"39628",1
"39659",1
"39675",1
"39688",1
"39700",1
"39705",1
"39706",1
"39715",1
"39733",1
"39745",1
"39754",2
"39793",1
"39814",1
"39855",1
"39857",1
"39859",2
"39880",1
"39883",1
"39913",1
"39946",1
"39956",1
"39964",1
"39973",1
"39976",1
"40000",1
"40016",1
"40039",1
"40040",1
"40048",1
"40051",2
"40066",1
"40072",1
"40075",1
"40078",1
"40096",1
"40123",1
"40129",7
"40138",1
"40143",1
"40144",1
"40147",1
"40159",3
"40171",4
"40174",1
"40189",1
"40201",1
"40204",1
"40216",1
"40240",1
"40279",1
"40285",1
"40292",1
"40294",1
"40300",1
"40330",1
"40336",1
"40378",1
"40399",1
"40400",1
"40404",1
"40405",1
"40407",1
"40417",1
"40420",1
"40429",1
"40435",1
"40451",5
"40465",1
"40470",1
"40471",1
"40472",1
"40473",1
"40499",4
"40503",1
"40516",1
"40523",1
"40526",2
"40527",1
"40539",1
"40546",1
"40550",1
"40551",3
"40557",1
"40561",1
"40640",1
"40643",1
"40651",2
"40656",1
"40666",1
"40667",4
"40675",1
"40689",1
"40699",1
"40804",4
"40806",1
"40813",1
"40814",1
"40825",1
"40830",1
"40835",1
"40836",1
"40845",1
"40855",1
"40877",1
"40898",1
"40899",1
"40906",1
"40974",1
"40979",1
"40987",1
"41001",1
"41075",1
"41079",1
"41085",1
"41103",2
"41151",2
"41163",1
"41164",1
"41166",1
"41167",1
"41186",1
"41190",1
"41196",1
"41211",9
"41220",1
"41224",1
"41229",1
"41231",1
"41238",1
"41240",1
"41241",1
"41244",1
"41249",1
"41250",1
"41260",1
"41298",1
"41308",1
"41319",1
"41334",1
"41344",1
"41400",1
"41409",1
"41424",1
"41427",1
"41457",1
"41460",1
"41466",1
"41472",1
"41473",1
"41484",1
"41487",3
"41498",1
"41499",1
"41517",1
"41553",3
"41556",1
"41562",1
"41586",1
"41593",1
"41601",1
"41602",1
"41604",1
"41607",1
"41610",1
"41615",1
"41616",1
"41619",1
"41625",1
"41628",1
"41655",1
"41664",1
"41667",1
"41672",1
"41676",1
"41694",1
"41700",1
"41715",1
"41718",1
"41724",1
"41733",1
"41736",1
"41757",1
"41760",1
"41788",1
"41826",1
"41832",3
"41835",1
"41838",1
"41865",1
"41906",1
"41919",1
"41949",1
"41958",1
"41962",1
"41964",5
"41975",1
"41989",1
"41994",1
"42023",1
"42024",1
"42030",1
"42038",1
"42039",1
"42045",1
"42066",1
"42087",1
"42088",1
"42096",1
"42109",1
"42132",1
"42144",1
"42146",1
"42183",1
"42184",1
"42189",1
"42219",1
"42231",1
"42240",3
"42246",1
"42263",1
"42264",1
"42265",1
"42276",1
"42283",1
"42312",1
"42317",1
"42325",1
"42336",1
"42345",1
"42354",3
"42375",1
"42381",1
"42400",1
"42408",3
"42409",1
"42411",1
"42414",3
"42417",1
"42438",1
"42441",1
"42453",1
"42459",1
"42462",1
"42468",1
"42477",1
"42492",2
"42495",1
"42501",1
"42516",1
"42558",1
"42567",1
"42570",1
"42588",1
"42606",1
"42640",1
"42645",1
"42660",1
"42663",1
"42669",1
"42681",1
"42688",1
"42699",1
"42700",1
"42708",1
"42713",1
"42714",1
"42717",1
"42738",1
"42773",1
"42774",1
"42777",1
"42810",1
"42873",1
"42891",1
"42914",1
"42946",1
"42949",2
"42952",1
"42964",1
"42976",1
"42980",1
"42981",1
"42982",1
"42983",1
"42988",1
"42991",1
"43000",1
"43003",1
"43051",3
"43084",1
"43099",1
"43106",1
"43123",1
"43129",1
"43131",1
"43135",1
"43136",1
"43144",1
"43156",1
"43162",1
"43171",1
"43180",1
"43181",1
"43183",1
"43189",1
"43198",1
"43201",1
"43228",1
"43231",1
"43238",1
"43244",1
"43246",1
"43261",1
"43270",1
"43294",1
"43309",1
"43313",1
"43315",1
"43363",1
"43367",1
"43372",3
"43387",1
"43401",1
"43405",1
"43408",1
"43411",1
"43414",1
"43453",1
"43486",1
"43495",1
"43501",1
"43514",1
"43519",1
"43528",1
"43534",1
"43543",1
"43546",1
"43561",3
"43567",1
"43576",1
"43589",1
"43591",1
"43594",1
"43607",1
"43627",1
"43628",1
"43635",1
"43636",1
"43648",1
"43663",1
"43672",1
"43678",1
"43690",2
"43705",1
"43711",1
"43733",1
"43747",1
"43753",1
"43768",1
"43769",1
"43774",1
"43777",1
"43786",1
"43792",1
"43798",1
"43807",1
"43819",1
"43834",1
"43840",1
"43843",1
"43876",1
"43918",1
"43919",1
"43921",1
